Month,Export Loaded TEUs,Import Loaded TEUs,Export Empty TEUs,Import Empty TEUs,Total TEUs,Total Loaded TEUs,Total Empty TEUs,Port,Total Rail Lifts,Container Tons,Auto Tons,Ro/Ro Tons (excl. autos),Forest Products (Break Bulk),Steel & other metals Break Bulk Tons,other Break Bulk Tons,Total General Cargo Tons,Total Containers,Import Auto Units,Export Auto Units,Total Auto UNITS,Import Ro/Ro Tons,Export Ro/Ro Tons,Month,Origin BEA Area,Total Weight in Tons,year
May 2018,142412,361056,176565,7394,687427,503468,183959,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2018,141799,312376,153311,10954,618439,454175,164264,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2018,142419,267824,154777,10238,575258,410243,165015,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2018,130916,342247,180964,7664,661791,473163,188628,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2018,120503,324656,206426,6245,657830,445159,212671,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2017,137449,345721,205982,7767,696919,483170,213749,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2017,126364,319210,160882,6203,612659,445574,167085,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2017,126150,339013,198376,5679,669218,465163,204055,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2017,125336,366298,204720,5265,701619,491634,209985,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2017,117290,355715,214037,5333,692375,473005,219370,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2017,126098,378820,208514,6880,720312,504918,215394,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2017,118304,335328,198863,6232,658727,453632,205095,Long Beach,,,,,,,,,,,,,,,,,,
May 2017,118786,336594,186614,6294,648288,455380,192908,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2017,116260,288207,147166,6381,558014,404467,153547,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2017,120435,249534,128652,6761,505382,369969,135413,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2017,119811,249759,122993,5749,498312,369570,128742,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2017,118234,298990,158297,7168,582689,417224,165465,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2016,122933,271599,146562,7835,548929,394532,154397,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2016,120897,270610,134246,8555,534308,391507,142801,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2016,126770,296711,149612,8716,581808,423481,158327,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2016,120383,282945,135937,7539,546804,403328,143476,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2016,159247,321625,151538,8620,641029,480872,160157,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2016,142812,325608,158787,9884,637091,468420,168671,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2016,128099,313526,154242,7473,603339,441625,161714,Long Beach,,,,,,,,,,,,,,,,,,
May 2016,138594,330639,162980,8353,640566,469233,171333,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2016,112805,247316,112314,6407,478842,360121,118721,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2016,127210,207635,120172,9839,464855,334845,130010,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2016,123010,295870,135618,6914,561412,418880,142532,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2016,106739,278491,141743,9214,536188,385230,150958,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2015,126118,296002,164826,9502,596448,422120,174328,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2015,124717,306654,180228,8100,619699,431371,188328,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2015,128308,307995,172279,11402,619984,436303,183681,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2015,125639,332909,186691,10382,655624,458548,197076,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2015,138765,358262,198457,8169,703652,497027,206625,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2015,143875,345912,193948,6510,690244,489787,200457,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2015,128223,297189,152366,5843,583621,425412,158209,Long Beach,,,,,,,,,,,,,,,,,,
May 2015,135855,327317,164688,7390,635250,463172,172078,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2015,137546,317376,151924,8014,614860,454922,159938,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2015,127337,317520,173385,11842,630084,444857,185227,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2015,110711,204462,91449,6493,413114,315173,97941,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2015,98462,213667,109447,7915,429490,312129,117361,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2014,131496,276516,148220,11005,567237,408012,159225,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2014,129960,293984,146374,11197,581514,423944,157570,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2014,120445,310482,143539,8543,583009,430927,152082,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2014,118412,339343,164835,7181,629771,457755,172016,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2014,126856,300851,138301,7075,573083,427707,145376,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2014,124126,297615,155281,6038,583060,421741,161319,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2014,140034,316054,147626,6802,610516,456088,154428,Long Beach,,,,,,,,,,,,,,,,,,
May 2014,146702,312439,134020,6348,599509,459141,140368,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2014,146498,295712,122378,5255,569843,442210,127633,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2014,153883,223432,91478,8417,477209,377315,99894,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2014,143572,271671,96811,5120,517173,415243,101930,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2014,122411,279415,120855,6204,528884,401826,127058,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2013,148150,291434,136388,6471,582443,439584,142859,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2013,151950,296638,113137,7875,569599,448588,121011,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2013,141457,298271,131319,5455,576502,439728,136774,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2013,134676,307981,138128,6329,587114,442657,144457,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2013,154118,327817,142018,6339,630292,481935,148357,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2013,132290,294926,130141,4808,562166,427216,134950,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2013,133800,290448,135001,6228,565476,424248,141228,Long Beach,,,,,,,,,,,,,,,,,,
May 2013,147073,305498,125670,5347,583588,452571,131017,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2013,137864,264337,111321,5942,519464,402201,117263,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2013,156212,224913,98061,7514,486699,381125,105574,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2013,140626,279144,106512,4685,530967,419770,111197,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2013,126714,273918,130862,4770,536263,400632,135631,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2012,135561,295579,122085,6896,560120,431140,128980,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2012,138312,278534,132560,6107,555513,416846,138667,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2012,133503,276698,115439,4674,530313,410201,120112,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2012,114902,265102,125237,6779,512020,380004,132016,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2012,128225,274977,132383,7860,543445,403202,140243,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2012,124574,261233,128705,7974,522486,385807,136679,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2012,133649,280526,132560,8624,555359,414175,141184,Long Beach,,,,,,,,,,,,,,,,,,
May 2012,129083,249937,112012,6860,497892,379020,118872,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2012,120452,232963,102627,5870,461911,353415,108496,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2012,144838,226141,84559,6052,461590,370979,90611,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2012,120006,191475,69109,8000,388589,311481,77108,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2012,117083,229125,103305,6911,456424,346208,110216,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2011,129229,248609,120615,11497,509944,377838,132106,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2011,111011,231749,108682,8439,459881,342760,117121,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2011,118325,240248,120974,8117,487665,358573,129092,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2011,118214,263214,137647,8102,527175,381428,145747,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2011,121277,267198,140183,7270,535929,388475,147454,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2011,126968,290314,145944,9701,572926,417282,155644,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2011,126588,271113,148510,8058,554269,397701,156568,Long Beach,,,,,,,,,,,,,,,,,,
May 2011,130161,275100,124086,7335,536681,405261,131420,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2011,143683,270107,105781,11518,531090,413790,117300,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2011,131761,191211,78348,10916,412235,322972,89263,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2011,121929,233660,94351,8396,458336,355589,102747,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2011,127546,242445,96876,8092,474960,369991,104969,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2010,141140,256889,114929,10353,523311,398029,125282,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2010,142628,274480,130449,10750,558307,417108,141199,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2010,150581,303168,151538,8334,613621,453749,159872,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2010,124021,288905,155119,6744,574790,412926,161864,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2010,126039,311240,165922,7802,611002,437279,173723,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2010,126177,293878,159301,8525,587881,420055,167826,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2010,116112,262053,134083,7852,520100,378165,141935,Long Beach,,,,,,,,,,,,,,,,,,
May 2010,138659,264505,114901,6651,524715,403164,121551,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2010,130155,241245,104716,8943,485059,371400,113659,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2010,130495,206652,78662,6966,422774,337147,85627,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2010,123208,207920,76624,5382,413134,331128,82006,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2010,113183,217925,90092,7606,428805,331108,97697,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2009,123084,232586,103736,7831,467237,355670,111567,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2009,114283,228347,98996,4547,448151,342630,105521,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2009,119194,227064,100080,4358,452418,346258,106160,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2009,109337,224924,99896,6207,440364,334261,106103,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2009,130623,249920,106233,6564,493339,380543,112796,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2009,108420,221719,96513,6361,433013,330139,102874,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2009,114107,206358,86458,6425,413347,320465,92882,Long Beach,,,,,,,,,,,,,,,,,,
May 2009,121065,208590,82013,7888,419555,329655,89900,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2009,112976,199051,87253,9425,408705,312027,96678,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2009,117674,186450,63405,6602,374131,304124,70007,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2009,92781,149299,67802,8160,318042,242080,75962,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2009,88510,200588,102164,8033,399295,289098,110197,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2008,94009,205031,120595,10311,429946,299040,130906,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2008,109850,267840,166119,13651,557459,377690,179769,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2008,132521,292456,159804,10408,595189,424977,170212,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2008,129630,279137,139531,6539,554837,408767,146070,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2008,153467,283174,122303,13313,572256,436641,135615,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2008,153364,272350,128650,9339,563703,425714,137989,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2008,160180,288339,121719,9437,579675,448519,131156,Long Beach,,,,,,,,,,,,,,,,,,
May 2008,158798,267381,93434,9398,529011,426179,102832,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2008,163577,280553,104398,8058,556585,444130,112455,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2008,162679,228328,98258,8849,498114,391007,107107,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2008,147275,263231,112748,6445,529699,410506,119193,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2008,121701,261543,130932,7166,521342,383244,138098,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2007,142940,280482,145280,6654,575355,423422,151933,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2007,143848,310068,149543,8147,611606,453916,157690,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2007,144839,323131,169749,6855,644573,467970,176603,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2007,134842,331507,178625,9135,654109,466349,187760,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2007,141410,326646,177044,12804,657904,468056,189848,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2007,135089,332402,173078,6859,647428,467491,179937,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2007,140967,339411,171376,10465,662219,480378,181841,Long Beach,,,,,,,,,,,,,,,,,,
May 2007,127061,316666,155824,6705,606256,443727,162529,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2007,121191,303138,147500,7407,579235,424329,154906,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2007,125529,252998,151431,11149,541107,378527,162580,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2007,108215,284800,142113,6076,541204,393015,148189,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2007,108310,303344,171761,8055,591469,411654,179815,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2006,111838,282726,173540,7123,575227,394564,180663,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2006,107738,332806,207877,6575,654997,440544,214453,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2006,109318,335688,197711,8009,650726,445006,205720,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2006,98660,317661,188313,10106,614739,416321,198418,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2006,105256,347829,211753,10221,675058,453085,221973,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2006,100861,305117,167453,9494,582925,405978,176947,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2006,101828,319737,189383,6055,617002,421565,195437,Long Beach,,,,,,,,,,,,,,,,,,
May 2006,115158,328314,191425,9168,644066,443472,200594,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2006,111755,321044,178823,7891,619512,432799,186713,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2006,118728,282440,150407,9620,561194,401168,160026,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2006,109963,252463,145098,7940,515464,362426,153038,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2006,99740,293855,175280,10581,579455,393595,185860,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2005,104184,266358,161758,13472,545772,370542,175230,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2005,107147,305065,185690,12744,610644,412212,198432,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2005,103422,299203,185834,12480,600940,402625,198315,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2005,97009,313460,188334,11466,610269,410469,199800,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2005,110750,306124,186921,11567,615361,416874,198487,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2005,106917,289518,165541,11324,573300,396435,176865,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2005,101381,294252,172192,8780,576604,395633,180971,Long Beach,,,,,,,,,,,,,,,,,,
May 2005,106034,288031,161913,8908,564886,394065,170821,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2005,107609,270920,151429,8545,538501,378529,159972,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2005,104519,210093,137151,14256,466019,314612,151407,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2005,90867,250245,146489,10324,497925,341112,156813,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2005,81580,252785,165338,9894,509597,334365,175232,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2004,93377,269495,175386,13081,551339,362872,188467,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2004,99436,295717,176769,10692,582614,395153,187461,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2004,85824,288590,172292,10959,557665,374414,183251,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2004,76190,255592,153458,9136,494376,331782,162594,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2004,79339,274914,157241,9410,520904,354253,166651,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2004,82441,281817,154011,11395,529663,364258,165405,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2004,82218,260752,141184,9944,494098,342970,151128,Long Beach,,,,,,,,,,,,,,,,,,
May 2004,84502,242910,130990,9628,468029,327412,140617,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2004,79825,227046,125449,8740,441061,306871,134190,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2004,94823,235500,105461,12614,448398,330323,118075,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2004,76963,153995,74853,8939,314749,230958,83791,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2004,72975,201652,92861,9468,376956,274627,102329,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2003,83941,210094,100933,11053,406021,294035,111986,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2003,82449,216379,115590,10475,424893,298828,126065,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2003,84952,230527,114289,7057,436824,315479,121345,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2003,65926,206315,99833,7738,379811,272241,107570,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2003,75338,206910,99673,8797,390717,282248,108469,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2003,80972,231118,110558,8038,430686,312090,118596,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2003,70992,204344,71760,9348,386516,275336,111180,Long Beach,,,,,,,,,,,,,,,,,,
May 2003,76606,196565,104744,10472,388386,273171,115215,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2003,75295,200476,113463,11552,400786,275771,125015,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2003,82797,179800,83945,9990,356532,262597,93935,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2003,67645,158863,85619,10480,322606,226508,96098,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2003,57626,168186,105818,2716,334346,225812,108534,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2002,64262,186243,109438,1857,361962,250505,111457,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2002,64946,179463,87419,2307,335149,244409,90740,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2002,40608,163776,95797,1137,301318,204384,96934,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2002,53924,188874,95796,1745,340339,242798,97541,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2002,71086,234592,118341,3217,427236,305678,121558,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2002,70500,249618,127546,4254,451917,320118,131799,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2002,75814,236112,104009,3043,418977,311926,107051,Long Beach,,,,,,,,,,,,,,,,,,
May 2002,84062,231382,107783,4971,428033,315444,112589,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2002,87960,227953,89914,4373,410200,315913,94287,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2002,87845,171874,78362,5525,343606,259719,83887,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2002,83333,202276,73070,4303,362983,285609,77374,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2002,70944,180528,87276,5896,344645,251472,93173,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2001,83660,191584,80430,3866,359543,275244,84299,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2001,75879,193861,99267,3104,372085,269740,102345,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2001,82255,238185,112220,2207,434868,320440,114428,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2001,76724,220204,88642,2809,388379,296928,91451,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2001,83301,221492,99726,1343,405862,304793,101069,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2001,77956,208179,91237,1662,379032,286135,92897,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2001,78395,202988,79581,1687,362658,281383,81275,Long Beach,,,,,,,,,,,,,,,,,,
May 2001,81108,196120,84004,6341,367572,277228,90344,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2001,76624,202575,84438,2898,366528,279199,87329,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2001,84349,195605,76481,3844,360279,279954,80325,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2001,75520,155148,79297,1746,311712,230668,81044,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2001,77073,194738,79710,2914,354433,271811,82622,Long Beach,,,,,,,,,,,,,,,,,,
Dec 2000,79351,180631,87509,3897,351390,259982,91408,Long Beach,,,,,,,,,,,,,,,,,,
Nov 2000,90756,213065,102929,4147,410897,303821,107076,Long Beach,,,,,,,,,,,,,,,,,,
Oct 2000,88541,235511,105356,3524,432932,324052,108880,Long Beach,,,,,,,,,,,,,,,,,,
Sep 2000,80875,208880,93106,4733,387593,289755,97838,Long Beach,,,,,,,,,,,,,,,,,,
Aug 2000,86012,236969,108906,2853,434741,322981,111760,Long Beach,,,,,,,,,,,,,,,,,,
Jul 2000,86874,224865,95552,2707,409979,311739,98240,Long Beach,,,,,,,,,,,,,,,,,,
Jun 2000,83305,203004,83938,4652,374895,286309,88586,Long Beach,,,,,,,,,,,,,,,,,,
May 2000,97770,218016,85330,5655,406772,315786,90986,Long Beach,,,,,,,,,,,,,,,,,,
Apr 2000,91014,200724,68237,6490,366465,291738,74727,Long Beach,,,,,,,,,,,,,,,,,,
Mar 2000,97871,178489,69745,4659,350764,276360,74404,Long Beach,,,,,,,,,,,,,,,,,,
Feb 2000,81893,177362,70010,5950,335216,259255,75961,Long Beach,,,,,,,,,,,,,,,,,,
Jan 2000,80091,178672,76555,3825,339143,258763,80380,Long Beach,,,,,,,,,,,,,,,,,,
Dec 1999,86697,185572,87907,5063,365240,272269,92971,Long Beach,,,,,,,,,,,,,,,,,,
Nov 1999,91201,209444,91150,5508,397301,300645,96656,Long Beach,,,,,,,,,,,,,,,,,,
Oct 1999,84349,204242,101345,6483,396420,288591,107829,Long Beach,,,,,,,,,,,,,,,,,,
Sep 1999,82308,219080,98433,2890,402710,301388,101322,Long Beach,,,,,,,,,,,,,,,,,,
Aug 1999,80581,214709,100711,3304,399305,295290,104015,Long Beach,,,,,,,,,,,,,,,,,,
Jul 1999,74155,188586,78207,7013,347961,262741,85220,Long Beach,,,,,,,,,,,,,,,,,,
Jun 1999,78962,194410,93408,7196,373975,273372,100603,Long Beach,,,,,,,,,,,,,,,,,,
May 1999,87553,205640,96317,4958,394467,293193,101274,Long Beach,,,,,,,,,,,,,,,,,,
Apr 1999,77040,181575,60622,3584,339686,258615,81071,Long Beach,,,,,,,,,,,,,,,,,,
Mar 1999,88699,171913,82704,4659,347974,260612,87362,Long Beach,,,,,,,,,,,,,,,,,,
Feb 1999,80000,172482,67743,3905,324129,252482,71647,Long Beach,,,,,,,,,,,,,,,,,,
Jan 1999,77676,169397,66310,5928,319312,247073,72239,Long Beach,,,,,,,,,,,,,,,,,,
Dec 1998,87527,166532,74191,8399,336648,254059,82589,Long Beach,,,,,,,,,,,,,,,,,,
Nov 1998,84291,192661,83380,7809,368141,276952,91189,Long Beach,,,,,,,,,,,,,,,,,,
Oct 1998,77171,180719,84560,5011,347462,257890,89572,Long Beach,,,,,,,,,,,,,,,,,,
Sep 1998,73784,198945,92277,7738,372746,272729,100017,Long Beach,,,,,,,,,,,,,,,,,,
Aug 1998,77416,195413,90905,8883,372615,272829,99786,Long Beach,,,,,,,,,,,,,,,,,,
Jul 1998,80950,199138,88027,10599,378714,280088,98626,Long Beach,,,,,,,,,,,,,,,,,,
Jun 1998,82615,183019,77774,11628,355036,265634,89402,Long Beach,,,,,,,,,,,,,,,,,,
May 1998,84381,163640,71675,11923,331619,248021,83598,Long Beach,,,,,,,,,,,,,,,,,,
Apr 1998,87271,172247,68853,8553,336924,259518,77406,Long Beach,,,,,,,,,,,,,,,,,,
Mar 1998,88518,167712,68913,8191,333334,256230,77104,Long Beach,,,,,,,,,,,,,,,,,,
Feb 1998,77303,132117,57824,8932,276176,209420,66756,Long Beach,,,,,,,,,,,,,,,,,,
Jan 1998,72420,144758,60564,10532,288274,217178,71096,Long Beach,,,,,,,,,,,,,,,,,,
Dec 1997,91138,145840,54946,9070,300992,236978,64014,Long Beach,,,,,,,,,,,,,,,,,,
Nov 1997,96568,146354,61048,7021,310992,242922,68070,Long Beach,,,,,,,,,,,,,,,,,,
Oct 1997,87101,169995,52594,5266,314956,257096,57860,Long Beach,,,,,,,,,,,,,,,,,,
Sep 1997,90761,183914,52353,5454,332470,274675,57795,Long Beach,,,,,,,,,,,,,,,,,,
Aug 1997,87518,160215,43970,5919,297508,247733,49775,Long Beach,,,,,,,,,,,,,,,,,,
Jul 1997,96244,169964,42926,5866,315000,266208,48792,Long Beach,,,,,,,,,,,,,,,,,,
Jun 1997,100262,165763,35080,8524,309629,266025,43604,Long Beach,,,,,,,,,,,,,,,,,,
May 1997,91734,143330,34026,8927,278017,235064,42953,Long Beach,,,,,,,,,,,,,,,,,,
Apr 1997,92893,146110,28615,9216,276934,239003,37931,Long Beach,,,,,,,,,,,,,,,,,,
Mar 1997,106556,125040,30493,11819,273922,231596,42326,Long Beach,,,,,,,,,,,,,,,,,,
Feb 1997,87586,126804,27432,8452,250274,214390,35884,Long Beach,,,,,,,,,,,,,,,,,,
Jan 1997,78965,123456,33135,8349,243905,202421,41484,Long Beach,,,,,,,,,,,,,,,,,,
Dec 1996,100557,133087,28993,8744,271381,233644,37737,Long Beach,,,,,,,,,,,,,,,,,,
Nov 1996,86338,125971,33344,6566,252219,212309,39910,Long Beach,,,,,,,,,,,,,,,,,,
Oct 1996,89676,150796,38365,6025,284862,240472,44390,Long Beach,,,,,,,,,,,,,,,,,,
Jan 1998,56541,29647,10908,16620,113716,86188,27528,Oakland,,,,,,,,,,,,,,,,,,
Feb 1998,56263,32581,8336,17732,114912,88844,26068,Oakland,,,,,,,,,,,,,,,,,,
Mar 1998,64242,36172,10974,21278,132666,100414,32252,Oakland,,,,,,,,,,,,,,,,,,
Apr 1998,62327,37572,12796,20241,132936,99899,33037,Oakland,,,,,,,,,,,,,,,,,,
May 1998,60354,36591,9001,17985,123931,96945,26986,Oakland,,,,,,,,,,,,,,,,,,
